# qvalues:  7.84 5.788 8.106
0.005 0.997565 0.998676 0.997389
0.01 0.990419 0.994762 0.989711
0.02 0.96401 0.979935 0.961129
0.04 0.884409 0.930974 0.872624
0.08 0.743138 0.816857 0.701667
0.16 0.586494 0.655299 0.516099
0.32 0.417857 0.495004 0.348271
0.64 0.237375 0.320079 0.185756
1.28 0.0869429 0.14506 0.0600711
2.56 0.0121651 0.0319881 0.00777298
5.12 -0.000205935 0.00415109 0.000573355
10.24 0.000372668 0.000992578 0.000571336
20.48 0.00028886 4.53592e-05 0.000176737
40.96 -0.000389049 9.0848e-05 -0.000668172
81.92 -0.000368687 0.000691811 0.00139785
163.84 0.000127209 -0.000127121 0.000783148
327.68 0.000176459 1.96601e-05 0.000262213
655.36 -0.000551916 -4.84426e-05 -0.00176881
1310.72 -6.76612e-05 0.000203003 -0.000301641
2621.44 0.00016283 0.000185329 -0.00206073
5242.88 -0.000389604 -0.000810989 0.00124124
10485.8 -0.000135289 0.000307134 0.00142173
20971.5 -0.000564592 0.000876672 0.00181259
41943 0.000193145 -0.000198775 -0.000495825
83886.1 0.00107809 0.000622429 0.00022866
