0.005 7961.09 1994.71 1989.57
0.01 7847.45 1979.1 1959.06
0.02 7434.61 1920.55 1847.56
0.04 6258.1 1733.49 1523.16
0.08 4418.08 1334.54 984.721
0.16 2752.77 859.062 533.026
0.32 1398.38 490.466 243.134
0.64 455.067 205.944 70.1135
1.28 63.5427 42.9671 7.94893
2.56 1.55035 2.27033 0.321482
5.12 0.1841 0.22802 0.180241
10.24 0.158839 0.166628 0.170117
20.48 0.157088 0.134391 0.186625
40.96 0.157625 0.152795 0.200044
81.92 0.167436 0.176896 0.170869
163.84 0.15161 0.131027 0.164293
327.68 0.185115 0.16604 0.16981
655.36 0.173143 0.219706 0.188121
1310.72 0.137979 0.143157 0.152901
2621.44 0.111127 0.204239 0.17223
5242.88 0.154727 0.174992 0.144623
10485.8 0.14915 0.141519 0.140789
20971.5 0.198134 0.148336 0.193982
41943 0.18025 0.138573 0.146217
83886.1 0.165967 0.130692 0.181008
