# qvalues:  7.544 5.636 7.832
0.005 0.998577 0.999208 0.998471
0.01 0.994363 0.996852 0.993936
0.02 0.978275 0.987736 0.976547
0.04 0.924162 0.955428 0.917108
0.08 0.800442 0.867066 0.773378
0.16 0.649464 0.71634 0.584283
0.32 0.477548 0.549993 0.403018
0.64 0.296195 0.373686 0.233349
1.28 0.127487 0.19181 0.0908144
2.56 0.0263601 0.0556938 0.0179281
5.12 0.000945664 0.00626693 -0.000235066
10.24 -0.000279989 0.000352441 -0.00139132
20.48 7.82686e-05 -0.00105963 -8.64828e-06
40.96 -2.13612e-05 0.00153911 0.00114708
81.92 -9.06783e-05 -0.00190301 -0.000450725
163.84 -0.000730177 0.000325108 -0.000641156
327.68 -0.000428177 -0.000338816 -0.000105415
655.36 0.000300594 -0.00110404 -5.82484e-05
1310.72 0.000293125 -0.00122891 0.000623798
2621.44 -0.000158117 -0.000477356 0.00088732
5242.88 0.000211958 -0.000436975 -0.000216827
10485.8 -3.08225e-05 0.000827394 -0.000537897
20971.5 0.000169934 0.00229754 -0.00111587
41943 -0.00139904 -0.000174918 0.00120925
83886.1 -0.000521927 -0.000473662 -0.00092585
167772 0.00068445 0.00128739 -0.000861755
