# ntypes x n_kvalues = 3 x 4; columns are t0,k0 t0,k1 ... t1,k0, t1,k1, ... 
0.005 0.123787 0.0987062 0.106439 0.123549 3.68362 2.75894 3.57831 3.45643 3.50836 3.1111 3.53263 3.6027
0.01 0.121405 0.0970121 0.104392 0.121459 3.59126 2.69019 3.48972 3.36367 3.44086 3.04813 3.44973 3.50621
0.02 0.113149 0.0927842 0.0985322 0.116104 3.26852 2.45233 3.18866 3.03999 3.21124 2.83304 3.16965 3.17568
0.04 0.105284 0.0989587 0.103495 0.112361 2.47554 1.91887 2.40509 2.26095 2.63864 2.29834 2.51825 2.40499
0.08 0.173395 0.151288 0.182499 0.170461 1.62643 1.46039 1.55876 1.33125 2.02367 1.57284 1.63348 1.70677
0.16 0.353155 0.356046 0.363557 0.274893 1.28831 1.25188 1.28442 1.00583 1.50884 1.31943 1.24192 1.39844
0.32 0.580775 0.523415 0.435638 0.328157 1.12222 1.11214 1.00179 1.12207 1.17999 1.36505 1.14372 1.30637
0.64 0.447307 0.408036 0.396438 0.309477 0.964129 1.01914 1.20314 0.887824 0.936199 1.08538 1.15928 1.01959
1.28 0.333419 0.326798 0.261547 0.336163 0.985566 0.84114 0.972306 0.979854 0.994594 0.822415 1.17338 0.962009
2.56 0.254566 0.239831 0.244758 0.250521 1.06131 0.97086 0.964411 1.06022 0.960291 0.858481 0.937726 0.746305
5.12 0.257184 0.242714 0.303371 0.192572 1.0246 1.03829 1.00018 1.02134 1.03275 0.973913 0.985716 1.0679
10.24 0.256228 0.238695 0.266431 0.189436 0.940644 0.881327 1.02008 0.894886 0.999087 0.896627 0.876827 1.05461
20.48 0.260092 0.287573 0.281317 0.221903 0.828599 0.837353 1.03038 1.01857 1.01434 1.03037 0.998302 0.954197
40.96 0.217491 0.267287 0.260592 0.251065 1.12034 0.995275 0.99899 0.947136 0.797608 0.964608 0.83469 0.966639
81.92 0.21072 0.288083 0.200361 0.249773 0.824402 1.05856 0.907375 0.993628 0.997049 0.937504 1.0127 0.976735
163.84 0.205214 0.270242 0.232184 0.262202 1.19522 0.867465 0.898846 0.82819 1.0269 0.933196 1.01512 0.941268
327.68 0.287832 0.205643 0.224647 0.226808 0.990056 1.01653 1.08426 1.21075 0.898539 1.03928 1.0864 0.965099
655.36 0.27665 0.254509 0.281279 0.240577 0.899746 0.936611 0.866869 0.921177 0.972676 0.794025 0.749263 1.01716
1310.72 0.235813 0.23016 0.283198 0.231968 0.919224 1.0325 0.939916 1.10012 0.892886 1.07006 0.909085 1.17534
2621.44 0.258507 0.271557 0.257185 0.262056 1.1332 1.02849 0.908468 1.04691 1.00889 1.02786 0.878708 0.978607
5242.88 0.245451 0.25595 0.247695 0.265217 0.995884 0.944055 0.886152 1.00979 0.928823 0.954804 0.903833 1.08493
10485.8 0.276147 0.235628 0.270564 0.229406 0.974957 1.28417 0.989434 1.1859 0.916921 0.984603 0.989928 1.10438
20971.5 0.206775 0.24301 0.220484 0.267282 1.13997 0.938334 1.2693 0.87447 0.948457 1.03064 0.981036 1.05866
41943 0.203606 0.212043 0.249926 0.246457 1.05823 0.997937 1.06643 0.836594 1.00782 0.902797 1.21034 0.919142
83886.1 0.259075 0.227021 0.2743 0.242851 0.954494 0.770656 0.825067 0.927813 1.15825 0.920888 0.830554 0.863603
