0.005 6.36984e-08 8.49667e-08 2.93344e-07
0.01 9.94325e-07 1.3426e-06 4.59219e-06
0.02 1.49185e-05 2.10119e-05 6.98295e-05
0.04 0.000192085 0.000309561 0.000983765
0.08 0.00137007 0.00327174 0.009102
0.16 0.00543365 0.0161624 0.0397981
0.32 0.0284783 0.0443076 0.089776
0.64 0.0992272 0.0833403 0.253485
1.28 0.164911 0.114435 0.238434
2.56 0.236973 0.161822 0.307851
5.12 0.121117 0.102758 0.200685
10.24 0.151826 0.155223 0.224129
20.48 0.139781 0.123112 0.2202
40.96 0.157427 0.152553 0.212605
81.92 0.131843 0.148407 0.262533
163.84 0.176368 0.169699 0.232697
327.68 0.195234 0.151987 0.306455
655.36 0.156694 0.15651 0.267857
1310.72 0.14421 0.159897 0.227568
2621.44 0.194429 0.176561 0.359334
5242.88 0.177687 0.210005 0.302789
10485.8 0.235059 0.270637 0.349243
20971.5 0.225021 0.248683 0.288147
41943 0.239607 0.264249 0.365931
83886.1 0.229179 0.282738 0.354802
167772 0.2822 0.452343 0.444393
335544 0.236441 0.302231 0.445597
