# T FID/(NkBT) FEX/(NkBT) FTOT/(NkBT) SID/(NkB) SEX/(NkB) STOT/(NkB)
5.0600000000 -9.9388888202 2.9882028476 -6.9506859725 11.4388888202 -2.9016517359 8.5372370843
5.0400000000 -9.9329482183 2.9885350220 -6.9444131964 11.4329482183 -2.9057336901 8.5272145282
5.0200000000 -9.9269839958 2.9888543063 -6.9381296895 11.4269839958 -2.9094946163 8.5174893795
5.0000000000 -9.9209959639 2.9891604588 -6.9318355051 11.4209959639 -2.9135188926 8.5074770713
4.9800000000 -9.9149839318 2.9894532330 -6.9255306987 11.4149839318 -2.9176216816 8.4973622502
4.9600000000 -9.9089477063 2.9897323777 -6.9192153286 11.4089477063 -2.9217350213 8.4872126850
4.9400000000 -9.9028870920 2.9899976365 -6.9128894555 11.4028870920 -2.9257324981 8.4771545939
4.9200000000 -9.8968018910 2.9902487482 -6.9065531428 11.3968018910 -2.9295308669 8.4672710241
4.9000000000 -9.8906919029 2.9904854463 -6.9002064566 11.3906919029 -2.9336574614 8.4570344414
4.8800000000 -9.8845569250 2.9907074590 -6.8938494660 11.3845569250 -2.9377074094 8.4468495156
4.8600000000 -9.8783967521 2.9909145092 -6.8874822429 11.3783967521 -2.9418557328 8.4365410193
4.8400000000 -9.8722111763 2.9911063141 -6.8811048622 11.3722111763 -2.9461537508 8.4260574255
4.8200000000 -9.8659999873 2.9912825855 -6.8747174018 11.3659999873 -2.9501102591 8.4158897282
4.8000000000 -9.8597629721 2.9914430291 -6.8683199430 11.3597629721 -2.9543547116 8.4054082605
4.7800000000 -9.8534999150 2.9915873449 -6.8619125701 11.3534999150 -2.9584455208 8.3950543942
4.7600000000 -9.8472105976 2.9917152268 -6.8554953708 11.3472105976 -2.9627287355 8.3844818621
4.7400000000 -9.8408947988 2.9918263623 -6.8490684365 11.3408947988 -2.9673086030 8.3735861958
4.7200000000 -9.8345522946 2.9919204328 -6.8426318618 11.3345522946 -2.9713690332 8.3631832614
4.7000000000 -9.8281828583 2.9919971130 -6.8361857452 11.3281828583 -2.9755494173 8.3526334410
4.6800000000 -9.8217862601 2.9920560712 -6.8297301889 11.3217862601 -2.9801307286 8.3416555315
4.6600000000 -9.8153622674 2.9920969685 -6.8232652989 11.3153622674 -2.9843969999 8.3309652675
4.6400000000 -9.8089106446 2.9921194593 -6.8167911853 11.3089106446 -2.9888515959 8.3200590487
4.6200000000 -9.8024311529 2.9921231907 -6.8103079621 11.3024311529 -2.9929588201 8.3094723327
4.6000000000 -9.7959235505 2.9921078027 -6.8038157478 11.2959235505 -2.9975182851 8.2984052654
4.5800000000 -9.7893875924 2.9920729274 -6.7973146650 11.2893875924 -3.0020338010 8.2873537914
4.5600000000 -9.7828230305 2.9920181897 -6.7908048408 11.2828230305 -3.0066576782 8.2761653523
4.5400000000 -9.7762296133 2.9919432062 -6.7842864071 11.2762296133 -3.0111652551 8.2650643582
4.5200000000 -9.7696070860 2.9918475857 -6.7777595003 11.2696070860 -3.0159489988 8.2536580872
4.5000000000 -9.7629551904 2.9917309286 -6.7712242617 11.2629551904 -3.0203921738 8.2425630165
4.4800000000 -9.7562736649 2.9915928270 -6.7646808379 11.2562736649 -3.0248396034 8.2314340614
4.4600000000 -9.7495622443 2.9914328640 -6.7581293802 11.2495622443 -3.0294412874 8.2201209568
4.4400000000 -9.7428206599 2.9912506142 -6.7515700457 11.2428206599 -3.0339915246 8.2088291353
4.4200000000 -9.7360486393 2.9910456428 -6.7450029966 11.2360486393 -3.0385687322 8.1974799071
4.4000000000 -9.7292459066 2.9908175057 -6.7384284009 11.2292459066 -3.0435557426 8.1856901640
4.3800000000 -9.7224121818 2.9905657493 -6.7318464325 11.2224121818 -3.0481473649 8.1742648168
4.3600000000 -9.7155471813 2.9902899102 -6.7252572711 11.2155471813 -3.0533392470 8.1622079342
4.3400000000 -9.7086506174 2.9899895147 -6.7186611027 11.2086506174 -3.0575986136 8.1510520038
4.3200000000 -9.7017221986 2.9896640791 -6.7120581195 11.2017221986 -3.0628572577 8.1388649409
4.3000000000 -9.6947616293 2.9893131088 -6.7054485204 11.1947616293 -3.0673411274 8.1274205018
4.2800000000 -9.6877686096 2.9889360985 -6.6988325111 11.1877686096 -3.0725502072 8.1152184024
4.2600000000 -9.6807428356 2.9885325318 -6.6922103039 11.1807428356 -3.0773165787 8.1034262570
4.2400000000 -9.6736839991 2.9881018806 -6.6855821185 11.1736839991 -3.0821664051 8.0915175940
4.2200000000 -9.6665917873 2.9876436052 -6.6789481820 11.1665917873 -3.0873727232 8.0792190641
4.2000000000 -9.6594658831 2.9871571541 -6.6723087291 11.1594658831 -3.0924509825 8.0670149006
4.1800000000 -9.6523059650 2.9866419630 -6.6656640020 11.1523059650 -3.0976233103 8.0546826547
4.1600000000 -9.6451117066 2.9860974551 -6.6590142515 11.1451117066 -3.1024735814 8.0426381252
4.1400000000 -9.6378827770 2.9855230408 -6.6523597362 11.1378827770 -3.1077223507 8.0301604262
4.1200000000 -9.6306188403 2.9849181167 -6.6457007235 11.1306188403 -3.1128053331 8.0178135071
4.1000000000 -9.6233195558 2.9842820660 -6.6390374898 11.1233195558 -3.1178059441 8.0055136116
4.0800000000 -9.6159845778 2.9836142576 -6.6323703203 11.1159845778 -3.1231279830 7.9928565949
4.0600000000 -9.6086135556 2.9829140460 -6.6256995096 11.1086135556 -3.1287662851 7.9798472705
4.0400000000 -9.6012061332 2.9821807708 -6.6190253623 11.1012061332 -3.1337548788 7.9674512543
4.0200000000 -9.5937619492 2.9814137564 -6.6123481927 11.0937619492 -3.1392035741 7.9545583751
4.0000000000 -9.5862806369 2.9806123114 -6.6056683255 11.0862806369 -3.1446728156 7.9416078213
3.9800000000 -9.5787618242 2.9797757282 -6.5989860960 11.0787618242 -3.1501599293 7.9286018949
3.9600000000 -9.5712051331 2.9789032828 -6.5923018503 11.0712051331 -3.1557021288 7.9155030043
3.9400000000 -9.5636101802 2.9779942340 -6.5856159461 11.0636101802 -3.1609960674 7.9026141128
3.9200000000 -9.5559765759 2.9770478233 -6.5789287526 11.0559765759 -3.1666944463 7.8892821296
3.9000000000 -9.5483039249 2.9760632739 -6.5722406510 11.0483039249 -3.1723981141 7.8759058108
3.8800000000 -9.5405918257 2.9750397907 -6.5655520350 11.0405918257 -3.1779299167 7.8626619089
3.8600000000 -9.5328398704 2.9739765595 -6.5588633110 11.0328398704 -3.1837859558 7.8490539147
3.8400000000 -9.5250476451 2.9728727464 -6.5521748987 11.0250476451 -3.1888047187 7.8362429264
3.8200000000 -9.5172147291 2.9717274977 -6.5454872314 11.0172147291 -3.1947758501 7.8224388790
3.8000000000 -9.5093406953 2.9705399387 -6.5388007566 11.0093406953 -3.2007749242 7.8085657711
3.7800000000 -9.5014251097 2.9693091733 -6.5321159363 11.0014251097 -3.2067011645 7.7947239452
3.7600000000 -9.4934675313 2.9680342838 -6.5254332475 10.9934675313 -3.2123709537 7.7810965776
3.7400000000 -9.4854675124 2.9667143297 -6.5187531826 10.9854675124 -3.2182364941 7.7672310182
3.7200000000 -9.4774245976 2.9653483474 -6.5120762502 10.9774245976 -3.2242919530 7.7531326446
3.7000000000 -9.4693383247 2.9639353492 -6.5054029755 10.9693383247 -3.2302618467 7.7390764780
3.6800000000 -9.4612082235 2.9624743230 -6.4987339005 10.9612082235 -3.2362967111 7.7249115124
3.6600000000 -9.4530338163 2.9609642312 -6.4920695852 10.9530338163 -3.2424730770 7.7105607393
3.6400000000 -9.4448146177 2.9594040101 -6.4854106076 10.9448146177 -3.2486562277 7.6961583900
3.6200000000 -9.4365501340 2.9577925692 -6.4787575647 10.9365501340 -3.2547272626 7.6818228713
3.6000000000 -9.4282398634 2.9561287903 -6.4721110731 10.9282398634 -3.2611512217 7.6670886417
3.5800000000 -9.4198832958 2.9544115266 -6.4654717692 10.9198832958 -3.2673258771 7.6525574187
3.5600000000 -9.4114799125 2.9526396019 -6.4588403106 10.9114799125 -3.2737783613 7.6377015512
3.5400000000 -9.4030291859 2.9508118096 -6.4522173763 10.9030291859 -3.2798358676 7.6231933183
3.5200000000 -9.3945305796 2.9489269121 -6.4456036675 10.8945305796 -3.2862283672 7.6083022125
3.5000000000 -9.3859835480 2.9469836394 -6.4389999086 10.8859835480 -3.2929678900 7.5930156579
3.4800000000 -9.3773875359 2.9449806882 -6.4324068477 10.8773875359 -3.2995046171 7.5778829188
3.4600000000 -9.3687419788 2.9429167212 -6.4258252576 10.8687419788 -3.3058550941 7.5628868847
3.4400000000 -9.3600463023 2.9407903656 -6.4192559367 10.8600463023 -3.3129817253 7.5470645770
3.4200000000 -9.3512999218 2.9386002123 -6.4126997096 10.8512999218 -3.3196437769 7.5316561449
3.4000000000 -9.3425022426 2.9363448143 -6.4061574284 10.8425022426 -3.3262868781 7.5162153645
3.3800000000 -9.3336526595 2.9340226861 -6.3996299733 10.8336526595 -3.3329220077 7.5007306517
3.3600000000 -9.3247505562 2.9316323021 -6.3931182541 10.8247505562 -3.3400715547 7.4846790015
3.3400000000 -9.3157953057 2.9291720951 -6.3866232106 10.8157953057 -3.3468578430 7.4689374626
3.3200000000 -9.3067862696 2.9266404555 -6.3801458141 10.8067862696 -3.3540568799 7.4527293897
3.3000000000 -9.2977227979 2.9240357296 -6.3736870683 10.7977227979 -3.3606492370 7.4370735609
3.2800000000 -9.2886042288 2.9213562179 -6.3672480110 10.7886042288 -3.3677285057 7.4208757231
3.2600000000 -9.2794298883 2.9186001740 -6.3608297143 10.7794298883 -3.3749474180 7.4044824703
3.2400000000 -9.2701990899 2.9157658030 -6.3544332869 10.7701990899 -3.3823326231 7.3878664668
3.2200000000 -9.2609111345 2.9128512597 -6.3480598749 10.7609111345 -3.3894121079 7.3714990266
3.2000000000 -9.2515653099 2.9098546468 -6.3417106631 10.7515653099 -3.3965814941 7.3549838158
3.1800000000 -9.2421608904 2.9067740136 -6.3353868768 10.7421608904 -3.4043006778 7.3378602126
3.1600000000 -9.2326971366 2.9036073538 -6.3290897828 10.7326971366 -3.4116991196 7.3209980170
3.1400000000 -9.2231732951 2.9003526035 -6.3228206916 10.7231732951 -3.4190802874 7.3040930077
3.1200000000 -9.2135885979 2.8970076397 -6.3165809583 10.7135885979 -3.4269013007 7.2866872973
3.1000000000 -9.2039422624 2.8935702777 -6.3103719847 10.7039422624 -3.4350714432 7.2688708193
3.0800000000 -9.1942334907 2.8900382695 -6.3041952212 10.6942334907 -3.4422195723 7.2520139184
3.0600000000 -9.1844614692 2.8864093010 -6.2980521682 10.6844614692 -3.4500599575 7.2344015117
3.0400000000 -9.1746253683 2.8826809901 -6.2919443783 10.6746253683 -3.4581608340 7.2164645343
3.0200000000 -9.1647243423 2.8788508842 -6.2858734581 10.6647243423 -3.4661949591 7.1985293832
3.0000000000 -9.1547575282 2.8749164574 -6.2798410708 10.6547575282 -3.4742810760 7.1804764522
2.9800000000 -9.1447240460 2.8708751085 -6.2738489375 10.6447240460 -3.4822426808 7.1624813652
2.9600000000 -9.1346229977 2.8667241574 -6.2678988403 10.6346229977 -3.4904128839 7.1442101139
2.9400000000 -9.1244534672 2.8624608429 -6.2619926243 10.6244534672 -3.4987722999 7.1256811673
2.9200000000 -9.1142145196 2.8580823196 -6.2561322000 10.6142145196 -3.5069904215 7.1072240981
2.9000000000 -9.1039052007 2.8535856546 -6.2503195461 10.6039052007 -3.5157975121 7.0881076886
2.8800000000 -9.0935245364 2.8489678244 -6.2445567120 10.5935245364 -3.5241861702 7.0693383663
2.8600000000 -9.0830715325 2.8442257114 -6.2388458211 10.5830715325 -3.5324709385 7.0506005940
2.8400000000 -9.0725451735 2.8393561006 -6.2331890729 10.5725451735 -3.5411665716 7.0313786019
2.8200000000 -9.0619444226 2.8343556755 -6.2275887471 10.5619444226 -3.5502132562 7.0117311664
2.8000000000 -9.0512682210 2.8292210148 -6.2220472061 10.5512682210 -3.5587272367 6.9925409843
2.7800000000 -9.0405154868 2.8239485879 -6.2165668989 10.5405154868 -3.5679966591 6.9725188277
2.7600000000 -9.0296851148 2.8185347506 -6.2111503642 10.5296851148 -3.5769243840 6.9527607308
2.7400000000 -9.0187759758 2.8129757413 -6.2058002345 10.5187759758 -3.5860254527 6.9327505231
2.7200000000 -9.0077869157 2.8072676758 -6.2005192398 10.5077869157 -3.5952208712 6.9125660444
2.7000000000 -8.9967167547 2.8014065428 -6.1953102120 10.4967167547 -3.6049172551 6.8917994996
2.6800000000 -8.9855642870 2.7953881984 -6.1901760886 10.4855642870 -3.6140447318 6.8715195552
2.6600000000 -8.9743282794 2.7892083616 -6.1851199178 10.4743282794 -3.6234490883 6.8508791911
2.6400000000 -8.9630074709 2.7828626079 -6.1801448630 10.4630074709 -3.6331744592 6.8298330117
2.6200000000 -8.9516005719 2.7763463641 -6.1752542078 10.4516005719 -3.6426503181 6.8089502538
2.6000000000 -8.9401062628 2.7696549017 -6.1704513611 10.4401062628 -3.6524759120 6.7876303507
2.5800000000 -8.9285231936 2.7627833311 -6.1657398625 10.4285231936 -3.6623691119 6.7661540817
2.5600000000 -8.9168499829 2.7557265945 -6.1611233885 10.4168499829 -3.6729642899 6.7438856930
2.5400000000 -8.9050852168 2.7484794588 -6.1566057579 10.4050852168 -3.6826757444 6.7224094724
2.5200000000 -8.8932274475 2.7410365086 -6.1521909389 10.3932274475 -3.6928365281 6.7003909194
2.5000000000 -8.8812751930 2.7333921382 -6.1478830548 10.3812751930 -3.7030190726 6.6782561204
2.4800000000 -8.8692269355 2.7255405433 -6.1436863922 10.3692269355 -3.7137994488 6.6554274867
2.4600000000 -8.8570811201 2.7174757129 -6.1396054072 10.3570811201 -3.7240757919 6.6330053282
2.4400000000 -8.8448361542 2.7091914200 -6.1356447342 10.3448361542 -3.7351523029 6.6096838512
2.4200000000 -8.8324904055 2.7006812121 -6.1318091933 10.3324904055 -3.7458864425 6.5866039630
2.4000000000 -8.8200422012 2.6919384015 -6.1281037998 10.3200422012 -3.7565176005 6.5635246008
2.3800000000 -8.8074898267 2.6829560545 -6.1245337722 10.3074898267 -3.7682470414 6.5392427853
2.3600000000 -8.7948315238 2.6737269808 -6.1211045429 10.2948315238 -3.7793436261 6.5154878976
2.3400000000 -8.7820654893 2.6642437216 -6.1178217677 10.2820654893 -3.7906359050 6.4914295843
2.3200000000 -8.7691898737 2.6544985372 -6.1146913365 10.2691898737 -3.8020898250 6.4671000487
2.3000000000 -8.7562027796 2.6444833947 -6.1117193849 10.2562027796 -3.8139989202 6.4422038594
2.2800000000 -8.7431022597 2.6341899538 -6.1089123059 10.2431022597 -3.8254419974 6.4176602623
2.2600000000 -8.7298863151 2.6236095526 -6.1062767626 10.2298863151 -3.8373281880 6.3925581271
2.2400000000 -8.7165528940 2.6127331926 -6.1038197014 10.2165528940 -3.8497269735 6.3668259205
2.2200000000 -8.7030998890 2.6015515228 -6.1015483662 10.2030998890 -3.8615191071 6.3415807819
2.2000000000 -8.6895251358 2.5900548223 -6.0994703134 10.1895251358 -3.8737846557 6.3157404800
2.1800000000 -8.6758264104 2.5782329829 -6.0975934275 10.1758264104 -3.8867094993 6.2891169111
2.1600000000 -8.6620014278 2.5660754899 -6.0959259378 10.1620014278 -3.8994948307 6.2625065970
2.1400000000 -8.6480478388 2.5535714023 -6.0944764364 10.1480478388 -3.9120771879 6.2359706509
2.1200000000 -8.6339632282 2.5407093315 -6.0932538967 10.1339632282 -3.9254277795 6.2085354488
2.1000000000 -8.6197451123 2.5274774188 -6.0922676935 10.1197451123 -3.9382040909 6.1815410214
2.0800000000 -8.6053909358 2.5138633118 -6.0915276240 10.1053909358 -3.9519810641 6.1534098716
2.0600000000 -8.5908980694 2.4998541390 -6.0910439304 10.0908980694 -3.9650773148 6.1258207546
2.0400000000 -8.5762638070 2.4854364832 -6.0908273238 10.0762638070 -3.9791724806 6.0970913264
2.0200000000 -8.5614853623 2.4705963529 -6.0908890094 10.0614853623 -3.9931160148 6.0683693475
2.0000000000 -8.5465598661 2.4553191524 -6.0912407136 10.0465598661 -4.0076217138 6.0389381523
1.9800000000 -8.5314843623 2.4395896496 -6.0918947127 10.0314843623 -4.0217499506 6.0097344117
1.9600000000 -8.5162558051 2.4233919416 -6.0928638634 10.0162558051 -4.0364552458 5.9798005593
1.9400000000 -8.5008710548 2.4067094192 -6.0941616356 10.0008710548 -4.0507965886 5.9500744662
1.9200000000 -8.4853268743 2.3895247274 -6.0958021468 9.9853268743 -4.0657335994 5.9195932749
1.9000000000 -8.4696199245 2.3718197249 -6.0978001995 9.9696199245 -4.0813822147 5.8882377097
1.8800000000 -8.4537467605 2.3535754400 -6.1001713205 9.9537467605 -4.0964590979 5.8572876626
1.8600000000 -8.4377038268 2.3347720235 -6.1029318033 9.9377038268 -4.1115699745 5.8261338523
1.8400000000 -8.4214874526 2.3153886995 -6.1060987531 9.9214874526 -4.1283610956 5.7931263570
1.8200000000 -8.4050938468 2.2954037114 -6.1096901354 9.9050938468 -4.1441087827 5.7609850641
1.8000000000 -8.3885190926 2.2747942652 -6.1137248274 9.8885190926 -4.1604730334 5.7280460592
1.7800000000 -8.3717591417 2.2535364683 -6.1182226734 9.8717591417 -4.1766682292 5.6950909125
1.7600000000 -8.3548098088 2.2316052645 -6.1232045442 9.8548098088 -4.1940285842 5.6607812246
1.7400000000 -8.3376667651 2.2089743640 -6.1286924011 9.8376667651 -4.2111085854 5.6265581797
1.7200000000 -8.3203255314 2.1856161680 -6.1347093635 9.8203255314 -4.2284065643 5.5919189671
1.7000000000 -8.3027814718 2.1615016890 -6.1412797828 9.8027814718 -4.2462804248 5.5565010470
1.6800000000 -8.2850297853 2.1366004640 -6.1484293213 9.7850297853 -4.2646678359 5.5203619494
1.6600000000 -8.2670654988 2.1108804618 -6.1561850370 9.7670654988 -4.2825499313 5.4845155674
1.6400000000 -8.2488834580 2.0843079831 -6.1645754749 9.7488834580 -4.3006486282 5.4482348298
1.6200000000 -8.2304783191 2.0568475535 -6.1736307656 9.7304783191 -4.3198384024 5.4106399167
1.6000000000 -8.2118445391 2.0284618073 -6.1833827318 9.7118445391 -4.3393032679 5.3725412712
1.5800000000 -8.1929763658 1.9991113631 -6.1938650027 9.6929763658 -4.3591802608 5.3337961050
1.5600000000 -8.1738678271 1.9687546891 -6.2051131380 9.6738678271 -4.3789058886 5.2949619385
1.5400000000 -8.1545127198 1.9373479574 -6.2171647624 9.6545127198 -4.3988518610 5.2556608589
1.5200000000 -8.1349045975 1.9048448873 -6.2300597102 9.6349045975 -4.4193221904 5.2155824071
1.5000000000 -8.1150367574 1.8711965744 -6.2438401830 9.6150367574 -4.4398674840 5.1751692733
1.4800000000 -8.0949022269 1.8363513068 -6.2585509201 9.5949022269 -4.4626271090 5.1322751179
1.4600000000 -8.0744937488 1.8002543648 -6.2742393840 9.5744937488 -4.4841562691 5.0903374797
1.4400000000 -8.0538037656 1.7628478040 -6.2909559616 9.5538037656 -4.5067202724 5.0470834932
1.4200000000 -8.0328244026 1.7240702190 -6.3087541836 9.5328244026 -4.5285865869 5.0042378157
1.4000000000 -8.0115474501 1.6838564870 -6.3276909631 9.5115474501 -4.5523531445 4.9591943056
1.3800000000 -7.9899643440 1.6421374878 -6.3478268561 9.4899643440 -4.5756140070 4.9143503370
1.3600000000 -7.9680661448 1.5988397990 -6.3692263458 9.4680661448 -4.6005087933 4.8675573516
1.3400000000 -7.9458435162 1.5538853626 -6.3919581535 9.4458435162 -4.6249980466 4.8208454696
1.3200000000 -7.9232867001 1.5071911211 -6.4160955790 9.4232867001 -4.6511293163 4.7721573838
1.3000000000 -7.9003854919 1.4586686187 -6.4417168732 9.4003854919 -4.6746735338 4.7257119581
1.2800000000 -7.8771292121 1.4082235642 -6.4689056479 9.3771292121 -4.7018367007 4.6752925114
1.2600000000 -7.8535066767 1.3557553513 -6.4977513254 9.3535066767 -4.7283416175 4.6251650591
1.2400000000 -7.8295061646 1.3011565311 -6.5283496335 9.3295061646 -4.7559561418 4.5735500228
1.2200000000 -7.8051153833 1.2443122320 -6.5608031513 9.3051153833 -4.7842337455 4.5208816378
1.2000000000 -7.7803214304 1.1850995193 -6.5952219111 9.2803214304 -4.8119543683 4.4683670621
1.1800000000 -7.7551107529 1.1233866886 -6.6317240644 9.2551107529 -4.8406135946 4.4144971583
1.1600000000 -7.7294691029 1.0590324839 -6.6704366190 9.2294691029 -4.8705319465 4.3589371564
1.1400000000 -7.7033814888 0.9918852324 -6.7114962564 9.2033814888 -4.9015222999 4.3018591889
1.1200000000 -7.6768321232 0.9217818830 -6.7550502401 9.1768321232 -4.9328121874 4.2440199358
1.1000000000 -7.6498043649 0.8485469386 -6.8012574264 9.1498043649 -4.9653177084 4.1844866565
1.0800000000 -7.6222806569 0.7719912659 -6.8502893910 9.1222806569 -4.9993653386 4.1229153183
1.0600000000 -7.5942424574 0.6919107691 -6.9023316883 9.0942424574 -5.0336851925 4.0605572649
1.0400000000 -7.5656701649 0.6080849047 -6.9575852603 9.0656701649 -5.0667036525 3.9989665125
1.0200000000 -7.5365430362 0.5202750199 -7.0162680163 9.0365430362 -5.1034167570 3.9331262791
1.0000000000 -7.5068390952 0.4282224857 -7.0786166095 9.0068390952 -5.1397868723 3.8670522229
0.9800000000 -7.4765350342 0.3316465974 -7.1448884369 8.9765350342 -5.1766243319 3.7999107024
0.9600000000 -7.4456061034 0.2302422058 -7.2153638976 8.9456061034 -5.2178602709 3.7277458325
0.9400000000 -7.4140259896 0.1236770410 -7.2903489486 8.9140259896 -5.2566349220 3.6573910677
0.9200000000 -7.3817666818 0.0115886787 -7.3701780031 8.8817666818 -5.2978798736 3.5838868082
0.9000000000 -7.3487983217 -0.1064189062 -7.4552172279 8.8487983217 -5.3404899960 3.5083083257
0.8800000000 -7.3150890379 -0.2307792649 -7.5458683029 8.8150890379 -5.3835940223 3.4314950157
0.8600000000 -7.2806047606 -0.3619679598 -7.6425727204 8.7806047606 -5.4319592769 3.3486454837
0.8400000000 -7.2453090145 -0.5005077023 -7.7458167168 8.7453090145 -5.4720307154 3.2732782991
0.8200000000 -7.2091626871 -0.6469742575 -7.8561369447 8.7091626871 -5.5270994964 3.1820631908
0.8000000000 -7.1721237682 -0.8020032520 -7.9741270202 8.6721237682 -5.5689819008 3.1031418675
0.7800000000 -7.1341470563 -0.9662980480 -8.1004451043 8.6341470563 -5.6292151352 3.0049319211
0.7600000000 -7.0951838267 -1.1406388858 -8.2358227125 8.5951838267 -5.6836317109 2.9115521158
0.7400000000 -7.0551814560 -1.3258935342 -8.3810749902 8.5551814560 -5.7326140854 2.8225673706
0.7200000000 -7.0140829948 -1.5230297494 -8.5371127442 8.5140829948 -5.7873687720 2.7267142228
0.7000000000 -6.9718266793 -1.7331299082 -8.7049565875 8.4718266793 -5.8558191797 2.6160074996
0.6800000000 -6.9283453740 -1.9574082676 -8.8857536416 8.4283453740 -5.9026523417 2.5256930323
0.6600000000 -6.8835659293 -2.1972314184 -9.0807973477 8.3835659293 -5.9635069998 2.4200589295
0.6400000000 -6.8374084413 -2.4541426378 -9.2915510790 8.3374084413 -6.0144460108 2.3229624304
0.6200000000 -6.7897853938 -2.7298910345 -9.5196764283 8.2897853938 -6.0676792403 2.2221061535
0.6000000000 -6.7406006596 -3.0264666192 -9.7670672788 8.2406006596 -6.1184928658 2.1221077938
