# qvalues:  5.94 6.586 6.244
0.005 0.998896 0.997276 0.998372
0.01 0.995599 0.989193 0.993523
0.02 0.982642 0.958084 0.974604
0.04 0.93428 0.849805 0.905628
0.08 0.781607 0.573867 0.703016
0.16 0.466012 0.224849 0.352964
0.32 0.145294 0.0398301 0.0840621
0.64 0.0107814 0.00484379 0.0031746
1.28 -0.000938958 -0.000940575 0.00285373
2.56 -0.00102402 0.00501061 -0.00182645
5.12 0.00675571 -0.00372857 -0.000986884
10.24 0.000333536 -0.000358923 0.000541416
20.48 0.000673481 0.00231922 -0.00159017
40.96 0.00143964 0.00316295 0.00229953
81.92 -0.00110356 0.00178191 -0.000445932
163.84 0.00167899 0.000515765 0.00375206
327.68 0.000165417 -0.000595598 -0.0020178
655.36 6.15023e-05 0.000239197 -0.000388783
1310.72 -0.00290223 -0.000193904 0.00169287
2621.44 -0.00101474 -0.00347784 0.00142952
5242.88 0.000210375 0.00331253 -0.00280951
10485.8 0.00117815 -0.00411788 -0.00134243
20971.5 0.0012607 2.28343e-05 -0.00161926
41943 0.00453203 0.0012128 -0.00133134
83886.1 0.000182022 -0.000597435 0.00346701
167772 0.00153022 -0.00267358 0.00464419
