0.005 4.49989e-05 4.49169e-05 4.50121e-05
0.01 0.000179141 0.000178948 0.0001792
0.02 0.000703511 0.000705429 0.000704797
0.04 0.00262104 0.00267258 0.00264906
0.08 0.00809609 0.00884914 0.0085125
0.16 0.0155591 0.0208384 0.0182648
0.32 0.0214115 0.0315561 0.0253987
0.64 0.0247209 0.0356324 0.028586
1.28 0.0256106 0.0374423 0.0296213
2.56 0.0256782 0.0385789 0.029742
5.12 0.0257734 0.0397096 0.029942
10.24 0.0261115 0.0412485 0.0304964
20.48 0.0269752 0.0435158 0.0315897
40.96 0.0277903 0.04694 0.0325968
81.92 0.0291183 0.051974 0.0346355
163.84 0.0309641 0.0593222 0.0368238
327.68 0.0337347 0.0705563 0.040985
655.36 0.038226 0.0878735 0.0477789
1310.72 0.0470364 0.122455 0.0598825
2621.44 0.063007 0.182529 0.0832171
5242.88 0.0919906 0.292821 0.123783
10485.8 0.147003 0.4979 0.201632
20971.5 0.255129 0.89267 0.353015
41943 0.468317 1.65483 0.647983
83886.1 0.886666 3.14197 1.22452
167772 1.7715 6.1357 2.44278
335544 3.4896 11.8757 4.81663
