# q 0,0 0,1 0,2 1,1 1,2 2,2
1.000000 -0.372481 0.916202 0.598894 -1.517221 -0.450325 -1.667931
1.038000 -0.379348 0.915237 0.595011 -1.522065 -0.458232 -1.670359
1.076000 -0.386342 0.913902 0.590933 -1.527519 -0.465882 -1.674305
1.114000 -0.392450 0.912264 0.586959 -1.531759 -0.472348 -1.677678
1.152000 -0.396898 0.910417 0.583323 -1.533299 -0.476958 -1.678691
1.190000 -0.399214 0.908469 0.580173 -1.531132 -0.479360 -1.676029
1.228000 -0.399250 0.906529 0.577565 -1.524800 -0.479529 -1.668946
1.266000 -0.397165 0.904701 0.575470 -1.514388 -0.477747 -1.657286
1.304000 -0.393372 0.903066 0.573787 -1.500459 -0.474536 -1.641435
1.342000 -0.388454 0.901677 0.572363 -1.483934 -0.470575 -1.622218
1.380000 -0.383077 0.900554 0.571025 -1.465947 -0.466595 -1.600751
1.418000 -0.377895 0.899683 0.569599 -1.447681 -0.463283 -1.578278
1.456000 -0.373465 0.899017 0.567939 -1.430220 -0.461190 -1.556012
1.494000 -0.370190 0.898481 0.565939 -1.414424 -0.460670 -1.534986
1.532000 -0.368277 0.897983 0.563545 -1.400842 -0.461840 -1.515949
1.570000 -0.367731 0.897425 0.560757 -1.389671 -0.464576 -1.499304
1.608000 -0.368370 0.896710 0.557621 -1.380768 -0.468539 -1.485082
1.646000 -0.369867 0.895753 0.554217 -1.373692 -0.473222 -1.472980
1.684000 -0.371806 0.894494 0.550648 -1.367791 -0.478023 -1.462418
1.722000 -0.373740 0.892896 0.547016 -1.362299 -0.482320 -1.452637
1.760000 -0.375258 0.890951 0.543410 -1.356443 -0.485548 -1.442797
1.798000 -0.376031 0.888680 0.539890 -1.349539 -0.487264 -1.432089
1.836000 -0.375848 0.886127 0.536482 -1.341074 -0.487196 -1.419821
1.874000 -0.374640 0.883353 0.533175 -1.330752 -0.485269 -1.405490
1.912000 -0.372473 0.880428 0.529921 -1.318509 -0.481604 -1.388822
1.950000 -0.369529 0.877421 0.526647 -1.304504 -0.476501 -1.369783
1.988000 -0.366075 0.874396 0.523265 -1.289071 -0.470389 -1.348561
2.026000 -0.362417 0.871401 0.519685 -1.272658 -0.463777 -1.325516
2.064000 -0.358863 0.868465 0.515831 -1.255755 -0.457187 -1.301131
2.102000 -0.355672 0.865594 0.511648 -1.238821 -0.451097 -1.275932
2.140000 -0.353032 0.862778 0.507114 -1.222218 -0.445883 -1.250430
2.178000 -0.351034 0.859986 0.502240 -1.206169 -0.441787 -1.225059
2.216000 -0.349668 0.857175 0.497071 -1.190735 -0.438889 -1.200135
2.254000 -0.348831 0.854296 0.491678 -1.175815 -0.437112 -1.175831
2.292000 -0.348350 0.851300 0.486146 -1.161168 -0.436236 -1.152175
2.330000 -0.348008 0.848143 0.480569 -1.146463 -0.435928 -1.129066
2.368000 -0.347574 0.844794 0.475029 -1.131323 -0.435793 -1.106300
2.406000 -0.346841 0.841233 0.469593 -1.115392 -0.435414 -1.083613
2.444000 -0.345649 0.837457 0.464296 -1.098381 -0.434404 -1.060721
2.482000 -0.343903 0.833474 0.459144 -1.080112 -0.432446 -1.037362
2.520000 -0.341586 0.829307 0.454109 -1.060544 -0.429324 -1.013327
2.558000 -0.338751 0.824985 0.449133 -1.039777 -0.424940 -0.988484
2.596000 -0.335511 0.820537 0.444138 -1.018038 -0.419313 -0.962784
2.634000 -0.332022 0.815994 0.439032 -0.995650 -0.412569 -0.936259
2.672000 -0.328454 0.811377 0.433724 -0.972989 -0.404918 -0.909009
2.710000 -0.324968 0.806701 0.428135 -0.950436 -0.396620 -0.881177
2.748000 -0.321694 0.801966 0.422203 -0.928325 -0.387949 -0.852924
2.786000 -0.318715 0.797164 0.415895 -0.906904 -0.379161 -0.824402
2.824000 -0.316056 0.792276 0.409207 -0.886303 -0.370459 -0.795730
2.862000 -0.313683 0.787275 0.402164 -0.866524 -0.361974 -0.766980
2.900000 -0.311511 0.782132 0.394814 -0.847436 -0.353752 -0.738166
2.938000 -0.309420 0.776816 0.387223 -0.828802 -0.345756 -0.709248
2.976000 -0.307270 0.771298 0.379462 -0.810302 -0.337869 -0.680137
3.014000 -0.304925 0.765556 0.371603 -0.791580 -0.329919 -0.650713
3.052000 -0.302269 0.759575 0.363700 -0.772280 -0.321696 -0.620843
3.090000 -0.299221 0.753347 0.355792 -0.752088 -0.312985 -0.590397
3.128000 -0.295745 0.746870 0.347891 -0.730765 -0.303586 -0.559273
3.166000 -0.291853 0.740149 0.339985 -0.708165 -0.293336 -0.527401
3.204000 -0.287601 0.733188 0.332038 -0.684246 -0.282128 -0.494758
3.242000 -0.283077 0.725994 0.323995 -0.659062 -0.269915 -0.461368
3.280000 -0.278386 0.718570 0.315792 -0.632743 -0.256711 -0.427294
3.318000 -0.273637 0.710915 0.307361 -0.605472 -0.242585 -0.392634
3.356000 -0.268924 0.703022 0.298644 -0.577454 -0.227646 -0.357505
3.394000 -0.264315 0.694879 0.289595 -0.548883 -0.212025 -0.322031
3.432000 -0.259840 0.686469 0.280188 -0.519915 -0.195859 -0.286330
3.470000 -0.255491 0.677772 0.270423 -0.490652 -0.179270 -0.250505
3.508000 -0.251222 0.668768 0.260320 -0.461129 -0.162356 -0.214632
3.546000 -0.246957 0.659442 0.249923 -0.431319 -0.145176 -0.178768
3.584000 -0.242604 0.649781 0.239288 -0.401143 -0.127749 -0.142941
3.622000 -0.238064 0.639780 0.228481 -0.370487 -0.110053 -0.107163
3.660000 -0.233250 0.629444 0.217568 -0.339228 -0.092037 -0.071436
3.698000 -0.228095 0.618783 0.206609 -0.307259 -0.073628 -0.035756
3.736000 -0.222563 0.607816 0.195649 -0.274503 -0.054744 -0.000126
3.774000 -0.216652 0.596567 0.184717 -0.240935 -0.035309 0.035440
3.812000 -0.210393 0.585062 0.173822 -0.206586 -0.015266 0.070917
3.850000 -0.203844 0.573325 0.162956 -0.171538 0.005415 0.106264
