# qvalues:  7.574 5.712 7.726
0.005 0.999569 0.999756 0.999553
0.01 0.998287 0.999027 0.998221
0.02 0.99329 0.996168 0.993012
0.04 0.97522 0.985555 0.973932
0.08 0.92549 0.953019 0.918611
0.16 0.862224 0.892798 0.834337
0.32 0.816044 0.84373 0.779678
0.64 0.791125 0.827238 0.756446
1.28 0.786143 0.82226 0.751689
2.56 0.786788 0.820427 0.752083
5.12 0.786738 0.818047 0.752121
10.24 0.784899 0.816024 0.750527
20.48 0.780002 0.810294 0.745203
40.96 0.777219 0.806343 0.74239
81.92 0.773277 0.800042 0.738066
163.84 0.766963 0.793016 0.73216
327.68 0.758036 0.782181 0.72313
655.36 0.747631 0.768262 0.712663
1310.72 0.730555 0.747014 0.695524
2621.44 0.706188 0.716371 0.67034
5242.88 0.666512 0.669131 0.631982
10485.8 0.610282 0.602737 0.575908
20971.5 0.529202 0.51057 0.495515
41943 0.4217 0.394324 0.392663
83886.1 0.292466 0.261322 0.267703
167772 0.161038 0.133739 0.140334
335544 0.0514592 0.0381985 0.0436204
