# q 0,0 0,1 0,2 1,1 1,2 2,2
1.000000 -0.460999 1.029727 0.754564 -1.798709 -0.603465 -2.750869
1.038000 -0.472696 1.034179 0.747220 -1.786999 -0.665453 -2.734815
1.076000 -0.480224 1.038142 0.742563 -1.778999 -0.715436 -2.715578
1.114000 -0.482847 1.041311 0.740863 -1.771681 -0.751018 -2.692933
1.152000 -0.480608 1.043503 0.741897 -1.762678 -0.771822 -2.666999
1.190000 -0.474247 1.044646 0.745028 -1.750538 -0.779232 -2.638289
1.228000 -0.465031 1.044769 0.749328 -1.734836 -0.775961 -2.607658
1.266000 -0.454529 1.043984 0.753727 -1.716124 -0.765506 -2.576194
1.304000 -0.444356 1.042458 0.757180 -1.695749 -0.751568 -2.545066
1.342000 -0.435942 1.040389 0.758813 -1.675590 -0.737515 -2.515366
1.380000 -0.430334 1.037983 0.758040 -1.657725 -0.725953 -2.487966
1.418000 -0.428076 1.035435 0.754631 -1.644110 -0.718454 -2.463424
1.456000 -0.429168 1.032912 0.748736 -1.636283 -0.715460 -2.441934
1.494000 -0.433102 1.030541 0.740841 -1.635146 -0.716361 -2.423346
1.532000 -0.438977 1.028409 0.731694 -1.640842 -0.719733 -2.407226
1.570000 -0.445656 1.026559 0.722190 -1.652732 -0.723667 -2.392965
1.608000 -0.451952 1.024996 0.713244 -1.669479 -0.726160 -2.379891
1.646000 -0.456807 1.023694 0.705666 -1.689214 -0.725487 -2.367390
1.684000 -0.459443 1.022602 0.700055 -1.709759 -0.720509 -2.354994
1.722000 -0.459466 1.021655 0.696725 -1.728884 -0.710871 -2.342441
1.760000 -0.456899 1.020782 0.695677 -1.744553 -0.697069 -2.329683
1.798000 -0.452157 1.019913 0.696610 -1.755144 -0.680377 -2.316853
1.836000 -0.445970 1.018985 0.698972 -1.759601 -0.662648 -2.304198
1.874000 -0.439252 1.017948 0.702049 -1.757523 -0.646034 -2.291990
1.912000 -0.432955 1.016766 0.705064 -1.749169 -0.632658 -2.280428
1.950000 -0.427927 1.015422 0.707286 -1.735388 -0.624290 -2.269559
1.988000 -0.424782 1.013915 0.708123 -1.717485 -0.622079 -2.259224
2.026000 -0.423822 1.012261 0.707194 -1.697051 -0.626383 -2.249036
2.064000 -0.425000 1.010490 0.704368 -1.675762 -0.636709 -2.238409
2.102000 -0.427942 1.008647 0.699767 -1.655190 -0.651786 -2.226614
2.140000 -0.432011 1.006781 0.693731 -1.636633 -0.669739 -2.212871
2.178000 -0.436416 1.004949 0.686758 -1.620988 -0.688366 -2.196448
2.216000 -0.440334 1.003204 0.679421 -1.608673 -0.705449 -2.176761
2.254000 -0.443035 1.001593 0.672282 -1.599618 -0.719070 -2.153449
2.292000 -0.443988 1.000151 0.665806 -1.593290 -0.727889 -2.126421
2.330000 -0.442934 0.998900 0.660301 -1.588785 -0.731330 -2.095861
2.368000 -0.439917 0.997841 0.655875 -1.584940 -0.729667 -2.062189
2.406000 -0.435270 0.996958 0.652429 -1.580467 -0.723987 -2.025990
2.444000 -0.429551 0.996219 0.649678 -1.574095 -0.716038 -1.987913
2.482000 -0.423458 0.995573 0.647200 -1.564692 -0.707984 -1.948564
2.520000 -0.417714 0.994961 0.644502 -1.551373 -0.702111 -1.908411
2.558000 -0.412964 0.994320 0.641098 -1.533571 -0.700503 -1.867703
2.596000 -0.409673 0.993587 0.636576 -1.511072 -0.704753 -1.826442
2.634000 -0.408066 0.992708 0.630660 -1.484023 -0.715740 -1.784382
2.672000 -0.408095 0.991641 0.623249 -1.452903 -0.733501 -1.741089
2.710000 -0.409457 0.990357 0.614424 -1.418467 -0.757212 -1.696028
2.748000 -0.411641 0.988846 0.604437 -1.381674 -0.785288 -1.648675
2.786000 -0.414014 0.987110 0.593670 -1.343611 -0.815573 -1.598641
2.824000 -0.415915 0.985162 0.582575 -1.305402 -0.845606 -1.545776
2.862000 -0.416758 0.983022 0.571611 -1.268135 -0.872921 -1.490248
2.900000 -0.416117 0.980705 0.561177 -1.232786 -0.895336 -1.432568
2.938000 -0.413786 0.978221 0.551557 -1.200167 -0.911206 -1.373574
2.976000 -0.409808 0.975568 0.542880 -1.170877 -0.919588 -1.314349
3.014000 -0.404461 0.972728 0.535109 -1.145280 -0.920325 -1.256104
3.052000 -0.398210 0.969666 0.528045 -1.123488 -0.914009 -1.200025
3.090000 -0.391635 0.966334 0.521365 -1.105369 -0.901866 -1.147110
3.128000 -0.385340 0.962672 0.514664 -1.090556 -0.885551 -1.098023
3.166000 -0.379858 0.958619 0.507515 -1.078484 -0.866909 -1.052976
3.204000 -0.375574 0.954115 0.499528 -1.068420 -0.847715 -1.011667
3.242000 -0.372664 0.949112 0.490401 -1.059519 -0.829445 -0.973277
3.280000 -0.371070 0.943578 0.479955 -1.050871 -0.813100 -0.936538
3.318000 -0.370514 0.937500 0.468150 -1.041563 -0.799108 -0.899855
3.356000 -0.370537 0.930886 0.455084 -1.030736 -0.787310 -0.861476
3.394000 -0.370573 0.923765 0.440962 -1.017636 -0.777033 -0.819685
3.432000 -0.370030 0.916177 0.426064 -1.001661 -0.767235 -0.772998
3.470000 -0.368382 0.908170 0.410690 -0.982393 -0.756689 -0.720326
3.508000 -0.365245 0.899792 0.395114 -0.959620 -0.744195 -0.661100
3.546000 -0.360434 0.891079 0.379537 -0.933331 -0.728770 -0.595326
3.584000 -0.353984 0.882051 0.364059 -0.903705 -0.709796 -0.523570
3.622000 -0.346146 0.872709 0.348664 -0.871073 -0.687104 -0.446877
3.660000 -0.337344 0.863025 0.333223 -0.835878 -0.660988 -0.366628
3.698000 -0.328109 0.852953 0.317521 -0.798616 -0.632142 -0.284358
3.736000 -0.318997 0.842426 0.301284 -0.759778 -0.601527 -0.201561
3.774000 -0.310504 0.831361 0.284230 -0.719800 -0.570202 -0.119498
3.812000 -0.302988 0.819674 0.266109 -0.679017 -0.539140 -0.039050
3.850000 -0.296616 0.807277 0.246739 -0.637634 -0.509047 0.039382
