0.005 0.000631593 -0.000572835 -0.000579079
0.01 0.000359169 -0.000578421 -0.000663874
0.02 -3.25914e-05 -0.000450278 -0.000776261
0.04 0.000402639 0.00043495 -0.000309127
0.08 0.00919185 0.0083676 0.00652795
0.16 0.0548371 0.0538347 0.0496543
0.32 0.0784239 0.167487 0.118546
0.64 0.10096 0.29167 0.161496
1.28 0.115041 0.408354 0.184345
2.56 0.135118 0.545778 0.219944
5.12 0.154811 0.70914 0.257869
10.24 0.172895 0.984174 0.273206
20.48 0.20386 1.1535 0.346912
40.96 0.260136 1.45836 0.380654
81.92 0.303382 1.87871 0.487965
163.84 0.419802 2.50379 0.647215
327.68 0.535523 3.20893 0.865596
655.36 0.759696 4.0756 1.17687
1310.72 1.17532 5.59721 1.85307
2621.44 1.67178 7.25735 2.74033
5242.88 2.47843 9.34942 4.00859
10485.8 3.80195 10.8567 5.47545
20971.5 5.32465 11.1359 7.07445
41943 6.50342 9.40862 7.57899
83886.1 6.68911 7.12553 7.11819
167772 5.60189 5.14146 5.48798
335544 3.99846 3.34513 3.86084
