# ntypes x n_kvalues = 3 x 4; columns are t0,k0 t0,k1 ... t1,k0, t1,k1, ... 
0.005 0.0396319 0.0388352 0.0324615 0.0554679 3.46212 3.01579 2.80409 3.53528 2.36751 1.96646 1.51276 2.77472
0.01 0.0395439 0.0387348 0.0324115 0.0552911 3.45731 3.01153 2.80015 3.5308 2.36147 1.96186 1.5085 2.76792
0.02 0.0392071 0.0383749 0.0322681 0.0546691 3.43847 2.99511 2.7849 3.51319 2.33801 1.94402 1.49148 2.74073
0.04 0.0383944 0.0375612 0.0323236 0.0530037 3.36975 2.93654 2.73003 3.44633 2.25735 1.8785 1.43113 2.63767
0.08 0.0397283 0.0390037 0.0363151 0.0540649 3.15929 2.76932 2.56326 3.23088 2.08533 1.69646 1.29996 2.34141
0.16 0.056784 0.0527079 0.0502554 0.0665597 2.8354 2.50961 2.28303 2.83671 1.91268 1.50552 1.22453 2.07152
0.32 0.103501 0.103578 0.100195 0.0947456 2.71264 2.38872 2.09949 2.73076 1.68381 1.44922 1.16053 1.96451
0.64 0.220474 0.175465 0.135415 0.134822 2.73278 2.47621 2.05769 2.54489 1.77075 1.24305 1.2248 1.92589
1.28 0.354858 0.209673 0.148168 0.14987 2.77197 2.47482 2.24843 2.55934 1.88554 1.45537 1.23559 1.81369
2.56 0.313708 0.316348 0.162495 0.142842 2.81315 2.73954 2.12517 2.73684 1.78205 1.4618 1.10338 1.84689
5.12 0.364512 0.271636 0.148615 0.168956 2.752 2.69218 2.15899 2.4768 2.05601 1.34201 1.10156 1.66869
10.24 0.437707 0.312518 0.167623 0.145134 2.81566 2.66275 2.2266 2.55263 2.07479 1.46109 1.2067 1.96319
20.48 0.48214 0.357857 0.173109 0.155549 3.05238 2.85121 2.13518 2.47441 1.94838 1.23704 1.18295 1.96156
40.96 0.589396 0.335641 0.191567 0.180965 3.0547 2.88081 2.38239 2.60072 2.20826 1.37184 1.32694 1.75596
81.92 0.753182 0.489711 0.216627 0.198255 3.41239 3.02644 2.37589 2.64092 2.20308 1.48507 1.2018 1.92422
163.84 0.959028 0.561415 0.343754 0.202383 3.48244 3.25411 2.75371 2.5026 2.42723 1.72407 1.3679 1.75958
327.68 1.47353 0.719682 0.335314 0.19637 4.18636 3.74229 2.81487 2.70836 3.04228 1.67765 1.38303 2.05777
655.36 2.30896 1.00407 0.458323 0.259624 5.0251 4.00607 2.8641 2.84743 3.80017 2.06048 1.55624 1.93012
1310.72 3.59714 1.42621 0.528454 0.262906 6.94769 4.40369 3.13252 2.606 4.64806 2.55691 1.4283 1.99564
2621.44 5.71654 1.90699 0.703224 0.395123 9.99451 5.37355 3.47552 2.61767 6.72096 2.95541 1.58465 2.08886
5242.88 9.22426 2.65774 0.995296 0.494041 14.494 6.1275 3.34366 2.64701 9.93009 3.28903 1.89386 1.91389
10485.8 14.7341 3.82241 1.42842 0.58383 19.4884 7.08853 3.54098 3.01378 15.0578 4.35119 2.27914 2.22765
20971.5 20.5077 4.6763 1.69021 0.728279 25.364 7.44386 3.58834 2.86768 19.1052 4.83824 2.55847 2.00437
41943 21.6754 5.24284 1.6518 0.593561 25.0536 7.88732 3.15775 2.31442 19.746 4.80543 2.42126 1.79367
83886.1 21.4711 3.74504 1.3423 0.618266 22.6574 5.61298 2.12365 1.8707 19.0516 4.43019 2.00912 1.6549
167772 10.9125 2.285 0.806803 0.474923 10.0679 2.8675 1.8821 1.27705 9.11085 2.61233 1.36755 1.26235
335544 2.25356 0.600622 0.406423 0.323706 2.82091 1.34035 1.13082 1.17886 2.07068 1.33135 1.21706 1.10285
671089 0.348827 0.252391 0.264297 0.240378 1.0582 0.915818 1.12086 0.990284 0.922575 1.02358 1.02719 1.04914
1.34218e+06 0.257041 0.251795 0.242115 0.266111 1.13705 1.05131 0.893267 1.13116 1.22866 1.16651 0.966783 1.09146
2.68435e+06 0.270316 0.234242 0.252528 0.277644 0.987755 0.99649 0.925223 1.00407 1.17519 0.794783 1.02996 1.06243
5.36871e+06 0.227619 0.234838 0.253015 0.240693 0.988015 0.93459 0.791224 1.04587 1.01801 0.89576 1.09687 1.14326
1.07374e+07 0.205512 0.177595 0.269733 0.279084 1.04793 1.2207 0.963029 0.958911 1.07522 0.783954 0.98612 1.00766
