# T FID/(NkBT) FEX/(NkBT) FTOT/(NkBT) SID/(NkB) SEX/(NkB) STOT/(NkB)
4.7500000000 -10.6549862385 1.4990976413 -9.1558885972 12.1549862385 -1.7468357023 10.4081505362
4.7000000000 -10.6391130745 1.4964575332 -9.1426555413 12.1391130745 -1.7535582512 10.3855548233
4.6500000000 -10.6230701408 1.4936993847 -9.1293707561 12.1230701408 -1.7593709971 10.3636991437
4.6000000000 -10.6068537667 1.4908184124 -9.1160353543 12.1068537667 -1.7651588580 10.3416949087
4.5500000000 -10.5904601609 1.4878095978 -9.1026505631 12.0904601609 -1.7712746907 10.3191854702
4.5000000000 -10.5738854066 1.4846676736 -9.0892177330 12.0738854066 -1.7776151207 10.2962702859
4.4500000000 -10.5571254557 1.4813871084 -9.0757383473 12.0571254557 -1.7845412621 10.2725841936
4.4000000000 -10.5401761228 1.4779620910 -9.0622140318 12.0401761228 -1.7901581603 10.2500179626
4.3500000000 -10.5230330791 1.4743865129 -9.0486465661 12.0230330791 -1.7963045913 10.2267284878
4.3000000000 -10.5056918455 1.4706539501 -9.0350378953 12.0056918455 -1.8036201209 10.2020717246
4.2500000000 -10.4881477858 1.4667576430 -9.0213901428 11.9881477858 -1.8102409144 10.1779068714
4.2000000000 -10.4703960994 1.4626904752 -9.0077056242 11.9703960994 -1.8175230192 10.1528730801
4.1500000000 -10.4524318128 1.4584449506 -8.9939868622 11.9524318128 -1.8239970402 10.1284347726
4.1000000000 -10.4342497720 1.4540131686 -8.9802366034 11.9342497720 -1.8314430000 10.1028067720
4.0500000000 -10.4158446331 1.4493867979 -8.9664578352 11.9158446331 -1.8380481585 10.0777964746
4.0000000000 -10.3972108531 1.4445570472 -8.9526538059 11.8972108531 -1.8453263117 10.0518845414
3.9500000000 -10.3783426798 1.4395146347 -8.9388280451 11.8783426798 -1.8531070702 10.0252356096
3.9000000000 -10.3592341411 1.4342497545 -8.9249843866 11.8592341411 -1.8604506160 9.9987835251
3.8500000000 -10.3398790339 1.4287520405 -8.9111269933 11.8398790339 -1.8672396726 9.9726393612
3.8000000000 -10.3202709115 1.4230105273 -8.8972603842 11.8202709115 -1.8752738012 9.9449971103
3.7500000000 -10.3004030714 1.4170136076 -8.8833894638 11.8004030714 -1.8840564526 9.9163466188
3.7000000000 -10.2802685409 1.4107489864 -8.8695195545 11.7802685409 -1.8918248076 9.8884437333
3.6500000000 -10.2598600628 1.4042036311 -8.8556564317 11.7598600628 -1.9002453725 9.8596146904
3.6000000000 -10.2391700796 1.3973637169 -8.8418063627 11.7391700796 -1.9093557056 9.8298143740
3.5500000000 -10.2181907167 1.3902145684 -8.8279761482 11.7181907167 -1.9168725766 9.8013181401
3.5000000000 -10.1969137642 1.3827405947 -8.8141731694 11.6969137642 -1.9262546430 9.7706591212
3.4500000000 -10.1753306580 1.3749252196 -8.8004054384 11.6753306580 -1.9343849258 9.7409457322
3.4000000000 -10.1534324589 1.3667508048 -8.7866816540 11.6534324589 -1.9431394304 9.7102930285
3.3500000000 -10.1312098302 1.3581985667 -8.7730112635 11.6312098302 -1.9531134667 9.6780963635
3.3000000000 -10.1086530141 1.3492484844 -8.7594045297 11.6086530141 -1.9629543303 9.6456986838
3.2500000000 -10.0857518059 1.3398791995 -8.7458726065 11.5857518059 -1.9722695819 9.6134822240
3.2000000000 -10.0624955261 1.3300679058 -8.7324276203 11.5624955261 -1.9818331036 9.5806624225
3.1500000000 -10.0388729907 1.3197902288 -8.7190827619 11.5388729907 -1.9916126967 9.5472602940
3.1000000000 -10.0148724787 1.3090200921 -8.7058523866 11.5148724787 -2.0023516063 9.5125208724
3.0500000000 -9.9904816974 1.2977295708 -8.6927521266 11.4904816974 -2.0123923526 9.4780893447
3.0000000000 -9.9656877444 1.2858887295 -8.6797990149 11.4656877444 -2.0234281245 9.4422596200
2.9500000000 -9.9404770670 1.2734654438 -8.6670116232 11.4404770670 -2.0338119814 9.4066650856
2.9000000000 -9.9148354169 1.2604252014 -8.6544102155 11.4148354169 -2.0456652175 9.3691701994
2.8500000000 -9.8887478028 1.2467308831 -8.6420169198 11.3887478028 -2.0568812279 9.3318665750
2.8000000000 -9.8621984372 1.2323425181 -8.6298559191 11.3621984372 -2.0681770118 9.2940214254
2.7500000000 -9.8351706789 1.2172170129 -8.6179536660 11.3351706789 -2.0797117960 9.2554588830
2.7000000000 -9.8076469709 1.2013078482 -8.6063391228 11.3076469709 -2.0925140816 9.2151328894
2.6500000000 -9.7796087714 1.1845647406 -8.5950440308 11.2796087714 -2.1049198658 9.1746889057
2.6000000000 -9.7510364790 1.1669332645 -8.5841032145 11.2510364790 -2.1173160531 9.1337204259
2.5500000000 -9.7219093502 1.1483544270 -8.5735549232 11.2219093502 -2.1310941405 9.0908152097
2.5000000000 -9.6922054092 1.1287641913 -8.5634412179 11.1922054092 -2.1446069345 9.0475984748
2.4500000000 -9.6619013483 1.1080929392 -8.5538084090 11.1619013483 -2.1587741457 9.0031272026
2.4000000000 -9.6309724175 1.0862648645 -8.5447075530 11.1309724175 -2.1733280269 8.9576443905
2.3500000000 -9.5993923037 1.0631972866 -8.5361950171 11.0993923037 -2.1879820382 8.9114102655
2.3000000000 -9.5671329958 1.0387998721 -8.5283331237 11.0671329958 -2.2026341899 8.8644988059
2.2500000000 -9.5341646358 1.0129737491 -8.5211908867 11.0341646358 -2.2180303673 8.8161342684
2.2000000000 -9.5004553520 0.9856104974 -8.5148448545 11.0004553520 -2.2336751911 8.7667801609
2.1500000000 -9.4659710746 0.9565909941 -8.5093800805 10.9659710746 -2.2509070112 8.7150640634
2.1000000000 -9.4306753285 0.9257840888 -8.5048912397 10.9306753285 -2.2677363398 8.6629389887
2.0500000000 -9.3945290012 0.8930450800 -8.5014839211 10.8945290012 -2.2845426923 8.6099863088
2.0000000000 -9.3574900823 0.8582139572 -8.4992761251 10.8574900823 -2.3026756722 8.5548144100
1.9500000000 -9.3195133703 0.8211133638 -8.4984000065 10.8195133703 -2.3218977750 8.4976155953
1.9000000000 -9.2805501407 0.7815462313 -8.4990039094 10.7805501407 -2.3402560420 8.4402940986
1.8500000000 -9.2405477701 0.7392930189 -8.5012547512 10.7405477701 -2.3605983742 8.3799493958
1.8000000000 -9.1994493088 0.6941084815 -8.5053408273 10.6994493088 -2.3816643444 8.3177849643
1.7500000000 -9.1571929933 0.6457178695 -8.5114751239 10.6571929933 -2.4019109019 8.2552820915
1.7000000000 -9.1137116880 0.5938124411 -8.5198992469 10.6137116880 -2.4240087267 8.1897029613
1.6500000000 -9.0689322433 0.5380441396 -8.5308881036 10.5689322433 -2.4479030902 8.1210291531
1.6000000000 -9.0227747553 0.4780192475 -8.5447555078 10.5227747553 -2.4715635483 8.0512112070
1.5500000000 -8.9751517078 0.4132907840 -8.5618609238 10.4751517078 -2.4959114279 7.9792402799
1.5000000000 -8.9259669736 0.3433493476 -8.5826176260 10.4259669736 -2.5219380289 7.9040289447
1.4500000000 -8.8751146461 0.2676120195 -8.6075026266 10.3751146461 -2.5493679016 7.8257467445
1.4000000000 -8.8224776664 0.1854088382 -8.6370688282 10.3224776664 -2.5771877208 7.7452899455
1.3500000000 -8.7679262001 0.0959662014 -8.6719599987 10.2679262001 -2.6058530186 7.6620731815
1.3000000000 -8.7113157081 -0.0016136430 -8.7129293511 10.2113157081 -2.6382482133 7.5730674949
1.2500000000 -8.6524846384 -0.1083781310 -8.7608627694 10.1524846384 -2.6699377529 7.4825468855
1.2000000000 -8.5912516466 -0.2255564308 -8.8168080774 10.0912516466 -2.7042372555 7.3870143911
1.1500000000 -8.5274122250 -0.3546000179 -8.8820122429 10.0274122250 -2.7399886172 7.2874236078
1.1000000000 -8.4607345811 -0.4972345322 -8.9579691134 9.9607345811 -2.7772025484 7.1835320327
1.0500000000 -8.3909545577 -0.6555267334 -9.0464812911 9.8909545577 -2.8176790873 7.0732754704
1.0000000000 -8.3177693114 -0.8319719164 -9.1497412278 9.8177693114 -2.8615237371 6.9562455743
0.9500000000 -8.2408293698 -1.0296094322 -9.2704388021 9.7408293698 -2.9051163327 6.8357130371
0.9000000000 -8.1597285379 -1.2521773959 -9.4119059338 9.6597285379 -2.9535516671 6.7061768708
0.8500000000 -8.0739909172 -1.5043229359 -9.5783138530 9.5739909172 -3.0035674350 6.5704234822
0.8000000000 -7.9830539845 -1.7918926073 -9.7749465918 9.4830539845 -3.0592921354 6.4237618490
0.7500000000 -7.8862462027 -2.1223408603 -10.0085870630 9.3862462027 -3.1205378879 6.2657083149
0.7000000000 -7.7827568955 -2.5053163314 -10.2880732269 9.2827568955 -3.1838305926 6.0989263029
0.6500000000 -7.6715949373 -2.9535228820 -10.6251178193 9.1715949373 -3.2546506898 5.9169442474
0.6000000000 -7.5515308758 -3.4840175539 -11.0355484296 9.0515308758 -3.3292638475 5.7222670283
