# T FID/(NkBT) FEX/(NkBT) FTOT/(NkBT) SID/(NkB) SEX/(NkB) STOT/(NkB)
5.0400000000 -9.8275877027 3.9723569397 -5.8552307629 11.3275877027 -3.4986979051 7.8288897976
5.0200000000 -9.8216234801 3.9742082684 -5.8474152117 11.3216234801 -3.5032431823 7.8183802978
5.0000000000 -9.8156354482 3.9760553149 -5.8395801333 11.3156354482 -3.5083100369 7.8073254113
4.9800000000 -9.8096234161 3.9778979202 -5.8317254959 11.3096234161 -3.5133024502 7.7963209659
4.9600000000 -9.8035871907 3.9797359218 -5.8238512689 11.3035871907 -3.5181077149 7.7854794758
4.9400000000 -9.7975265764 3.9815691533 -5.8159574231 11.2975265764 -3.5234529218 7.7740736546
4.9200000000 -9.7914413753 3.9833974446 -5.8080439307 11.2914413753 -3.5281045632 7.7633368121
4.9000000000 -9.7853313872 3.9852206217 -5.8001107656 11.2853313872 -3.5328070023 7.7525243850
4.8800000000 -9.7791964094 3.9870385066 -5.7921579027 11.2791964094 -3.5379784519 7.7412179575
4.8600000000 -9.7730362364 3.9888509174 -5.7841853190 11.2730362364 -3.5433447302 7.7296915063
4.8400000000 -9.7668506606 3.9906576679 -5.7761929928 11.2668506606 -3.5479362459 7.7189144148
4.8200000000 -9.7606394716 3.9924585675 -5.7681809041 11.2606394716 -3.5535713171 7.7070681546
4.8000000000 -9.7544024564 3.9942534216 -5.7601490349 11.2544024564 -3.5584911109 7.6959113455
4.7800000000 -9.7481393993 3.9960420307 -5.7520973687 11.2481393993 -3.5635493167 7.6845900826
4.7600000000 -9.7418500819 3.9978241909 -5.7440258910 11.2418500819 -3.5692005737 7.6726495082
4.7400000000 -9.7355342831 3.9995996937 -5.7359345895 11.2355342831 -3.5741214140 7.6614128691
4.7200000000 -9.7291917789 4.0013683255 -5.7278234534 11.2291917789 -3.5793797966 7.6498119823
4.7000000000 -9.7228223426 4.0031298680 -5.7196924746 11.2228223426 -3.5849498789 7.6378724637
4.6800000000 -9.7164257444 4.0048840978 -5.7115416467 11.2164257444 -3.5900024703 7.6264232741
4.6600000000 -9.7100017518 4.0066307860 -5.7033709657 11.2100017518 -3.5957226712 7.6142790806
4.6400000000 -9.7035501289 4.0083696988 -5.6951804301 11.2035501289 -3.6007850233 7.6027651056
4.6200000000 -9.6970706372 4.0101005967 -5.6869700405 11.1970706372 -3.6061182281 7.5909524091
4.6000000000 -9.6905630348 4.0118232344 -5.6787398004 11.1905630348 -3.6114863715 7.5790766633
4.5800000000 -9.6840270767 4.0135373613 -5.6704897154 11.1840270767 -3.6172806957 7.5667463810
4.5600000000 -9.6774625148 4.0152427205 -5.6622197943 11.1774625148 -3.6227147614 7.5547477535
4.5400000000 -9.6708690976 4.0169390493 -5.6539300484 11.1708690976 -3.6285237402 7.5423453575
4.5200000000 -9.6642465703 4.0186260785 -5.6456204918 11.1642465703 -3.6341276461 7.5301189242
4.5000000000 -9.6575946747 4.0203035329 -5.6372911418 11.1575946747 -3.6399764317 7.5176182430
4.4800000000 -9.6509131492 4.0219711304 -5.6289420188 11.1509131492 -3.6455859924 7.5053271568
4.4600000000 -9.6442017286 4.0236285824 -5.6205731462 11.1442017286 -3.6511943044 7.4930074242
4.4400000000 -9.6374601442 4.0252755935 -5.6121845507 11.1374601442 -3.6568097398 7.4806504044
4.4200000000 -9.6306881237 4.0269118609 -5.6037762628 11.1306881237 -3.6627354956 7.4679526281
4.4000000000 -9.6238853909 4.0285370747 -5.5953483162 11.1238853909 -3.6688280538 7.4550573371
4.3800000000 -9.6170516661 4.0301509178 -5.5869007484 11.1170516661 -3.6742514184 7.4428002477
4.3600000000 -9.6101866656 4.0317530650 -5.5784336006 11.1101866656 -3.6801285376 7.4300581280
4.3400000000 -9.6032901017 4.0333431836 -5.5699469181 11.1032901017 -3.6865001293 7.4167899725
4.3200000000 -9.5963616829 4.0349209327 -5.5614407503 11.0963616829 -3.6922948558 7.4040668271
4.3000000000 -9.5894011136 4.0364859630 -5.5529151506 11.0894011136 -3.6978728020 7.3915283116
4.2800000000 -9.5824080939 4.0380379169 -5.5443701770 11.0824080939 -3.7040625140 7.3783455800
4.2600000000 -9.5753823200 4.0395764280 -5.5358058920 11.0753823200 -3.7101113754 7.3652709446
4.2400000000 -9.5683234834 4.0411011209 -5.5272223626 11.0683234834 -3.7166712898 7.3516521936
4.2200000000 -9.5612312716 4.0426116108 -5.5186196608 11.0612312716 -3.7226378611 7.3385934105
4.2000000000 -9.5541053675 4.0441075038 -5.5099978637 11.0541053675 -3.7288326808 7.3252726866
4.1800000000 -9.5469454494 4.0455883959 -5.5013570535 11.0469454494 -3.7349282861 7.3120171632
4.1600000000 -9.5397511910 4.0470538733 -5.4926973177 11.0397511910 -3.7411636389 7.2985875521
4.1400000000 -9.5325222613 4.0485035118 -5.4840187495 11.0325222613 -3.7482300170 7.2842922443
4.1200000000 -9.5252583246 4.0499368767 -5.4753214479 11.0252583246 -3.7541261090 7.2711322156
4.1000000000 -9.5179590401 4.0513535224 -5.4666055177 11.0179590401 -3.7607146739 7.2572443662
4.0800000000 -9.5106240622 4.0527529922 -5.4578710700 11.0106240622 -3.7671529352 7.2434711270
4.0600000000 -9.5032530400 4.0541348176 -5.4491182224 11.0032530400 -3.7736600432 7.2295929968
4.0400000000 -9.4958456175 4.0554985186 -5.4403470989 10.9958456175 -3.7802940640 7.2155515535
4.0200000000 -9.4884014335 4.0568436030 -5.4315578305 10.9884014335 -3.7867624183 7.2016390152
4.0000000000 -9.4809201212 4.0581695659 -5.4227505553 10.9809201212 -3.7934603646 7.1874597566
3.9800000000 -9.4734013085 4.0594758898 -5.4139254187 10.9734013085 -3.8001885472 7.1732127613
3.9600000000 -9.4658446175 4.0607620437 -5.4050825737 10.9658446175 -3.8070142095 7.1588304079
3.9400000000 -9.4582496645 4.0620274831 -5.3962221814 10.9582496645 -3.8137159760 7.1445336885
3.9200000000 -9.4506160603 4.0632716496 -5.3873444107 10.9506160603 -3.8209350991 7.1296809611
3.9000000000 -9.4429434093 4.0644939700 -5.3784494393 10.9429434093 -3.8276915775 7.1152518317
3.8800000000 -9.4352313100 4.0656938566 -5.3695374534 10.9352313100 -3.8348039703 7.1004273397
3.8600000000 -9.4274793548 4.0668707064 -5.3606086484 10.9274793548 -3.8417099634 7.0857693914
3.8400000000 -9.4196871295 4.0680239003 -5.3516632291 10.9196871295 -3.8485376013 7.0711495281
3.8200000000 -9.4118542135 4.0691528034 -5.3427014101 10.9118542135 -3.8556049428 7.0562492707
3.8000000000 -9.4039801797 4.0702567639 -5.3337234158 10.9039801797 -3.8629123273 7.0410678524
3.7800000000 -9.3960645940 4.0713351127 -5.3247294813 10.8960645940 -3.8703593650 7.0257052290
3.7600000000 -9.3881070157 4.0723871631 -5.3157198525 10.8881070157 -3.8772892706 7.0108177451
3.7400000000 -9.3801069967 4.0734122103 -5.3066947864 10.8801069967 -3.8845128923 6.9955941044
3.7200000000 -9.3720640820 4.0744095303 -5.2976545516 10.8720640820 -3.8922988684 6.9797652136
3.7000000000 -9.3639778090 4.0753783801 -5.2885994289 10.8639778090 -3.8997986001 6.9641792089
3.6800000000 -9.3558477078 4.0763179964 -5.2795297115 10.8558477078 -3.9070175433 6.9488301645
3.6600000000 -9.3476733007 4.0772275954 -5.2704457053 10.8476733007 -3.9148844861 6.9327888145
3.6400000000 -9.3394541020 4.0781063722 -5.2613477299 10.8394541020 -3.9222806259 6.9171734761
3.6200000000 -9.3311896183 4.0789534997 -5.2522361186 10.8311896183 -3.9303541877 6.9008354306
3.6000000000 -9.3228793477 4.0797681285 -5.2431112192 10.8228793477 -3.9376436725 6.8852356752
3.5800000000 -9.3145227802 4.0805493858 -5.2339733944 10.8145227802 -3.9456267698 6.8688960104
3.5600000000 -9.3061193968 4.0812963745 -5.2248230223 10.8061193968 -3.9536169415 6.8525024554
3.5400000000 -9.2976686703 4.0820081732 -5.2156604971 10.7976686703 -3.9616215121 6.8360471582
3.5200000000 -9.2891700640 4.0826838344 -5.2064862296 10.7891700640 -3.9694774033 6.8196926607
3.5000000000 -9.2806230323 4.0833223844 -5.1973006479 10.7806230323 -3.9774693345 6.8031536978
3.4800000000 -9.2720270202 4.0839228223 -5.1881041979 10.7720270202 -3.9858901741 6.7861368462
3.4600000000 -9.2633814632 4.0844841189 -5.1788973442 10.7633814632 -3.9939904428 6.7693910203
3.4400000000 -9.2546857866 4.0850052160 -5.1696805706 10.7546857866 -4.0021747246 6.7525110620
3.4200000000 -9.2459394062 4.0854850254 -5.1604543808 10.7459394062 -4.0106969291 6.7352424771
3.4000000000 -9.2371417270 4.0859224277 -5.1512192993 10.7371417270 -4.0184130901 6.7187286369
3.3800000000 -9.2282921438 4.0863162716 -5.1419758722 10.7282921438 -4.0270657918 6.7012263520
3.3600000000 -9.2193900405 4.0866653727 -5.1327246679 10.7193900405 -4.0359966561 6.6833933844
3.3400000000 -9.2104347900 4.0869685123 -5.1234662778 10.7104347900 -4.0443098816 6.6661249085
3.3200000000 -9.2014257539 4.0872244364 -5.1142013175 10.7014257539 -4.0532360885 6.6481896655
3.3000000000 -9.1923622823 4.0874318544 -5.1049304278 10.6923622823 -4.0619018632 6.6304604190
3.2800000000 -9.1832437131 4.0875894380 -5.0956542752 10.6832437131 -4.0707926480 6.6124510651
3.2600000000 -9.1740693726 4.0876958195 -5.0863735531 10.6740693726 -4.0795328077 6.5945365649
3.2400000000 -9.1648385743 4.0877495911 -5.0770889832 10.6648385743 -4.0883291063 6.5765094680
3.2200000000 -9.1555506189 4.0877493029 -5.0678013160 10.6555506189 -4.0987006508 6.5568499681
3.2000000000 -9.1462047943 4.0876934619 -5.0585113323 10.6462047943 -4.1070789237 6.5391258705
3.1800000000 -9.1368003747 4.0875805302 -5.0492198446 10.6368003747 -4.1165540860 6.5202462888
3.1600000000 -9.1273366210 4.0874089234 -5.0399276975 10.6273366210 -4.1259271380 6.5014094829
3.1400000000 -9.1178127794 4.0871770094 -5.0306357700 10.6178127794 -4.1349985050 6.4828142744
3.1200000000 -9.1082280823 4.0868831060 -5.0213449763 10.6082280823 -4.1445433464 6.4636847359
3.1000000000 -9.0985817468 4.0865254797 -5.0120562671 10.5985817468 -4.1539445573 6.4446371895
3.0800000000 -9.0888729750 4.0861023437 -5.0027706314 10.5888729750 -4.1634974452 6.4253755298
3.0600000000 -9.0791009535 4.0856118557 -4.9934890978 10.5791009535 -4.1731070305 6.4059939230
3.0400000000 -9.0692648527 4.0850521163 -4.9842127364 10.5692648527 -4.1841598952 6.3851049575
3.0200000000 -9.0593638266 4.0844211666 -4.9749426600 10.5593638266 -4.1935140094 6.3658498172
3.0000000000 -9.0493970126 4.0837169862 -4.9656800263 10.5493970126 -4.2036529592 6.3457440534
2.9800000000 -9.0393635303 4.0829374908 -4.9564260395 10.5393635303 -4.2131336804 6.3262298499
2.9600000000 -9.0292624821 4.0820805299 -4.9471819521 10.5292624821 -4.2237567523 6.3055057298
2.9400000000 -9.0190929516 4.0811438842 -4.9379490673 10.5190929516 -4.2334831985 6.2856097531
2.9200000000 -9.0088540040 4.0801252632 -4.9287287408 10.5088540040 -4.2448273974 6.2640266066
2.9000000000 -8.9985446850 4.0790223023 -4.9195223827 10.4985446850 -4.2547034651 6.2438412200
2.8800000000 -8.9881640208 4.0778325601 -4.9103314607 10.4881640208 -4.2659525083 6.2222115125
2.8600000000 -8.9777110168 4.0765535153 -4.9011575015 10.4777110168 -4.2765036627 6.2012073541
2.8400000000 -8.9671846578 4.0751825639 -4.8920020939 10.4671846578 -4.2870317534 6.1801529044
2.8200000000 -8.9565839070 4.0737170158 -4.8828668912 10.4565839070 -4.2989134408 6.1576704661
2.8000000000 -8.9459077053 4.0721540912 -4.8737536141 10.4459077053 -4.3091984222 6.1367092831
2.7800000000 -8.9351549711 4.0704909175 -4.8646640536 10.4351549711 -4.3199688364 6.1151861347
2.7600000000 -8.9243245991 4.0687245254 -4.8556000738 10.4243245991 -4.3320244591 6.0923001400
2.7400000000 -8.9134154602 4.0668518448 -4.8465636153 10.4134154602 -4.3434562310 6.0699592292
2.7200000000 -8.9024264000 4.0648697014 -4.8375566986 10.4024264000 -4.3544257233 6.0480006767
2.7000000000 -8.8913562391 4.0627748117 -4.8285814273 10.3913562391 -4.3662949490 6.0250612901
2.6800000000 -8.8802037713 4.0605637792 -4.8196399921 10.3802037713 -4.3788795313 6.0013242400
2.6600000000 -8.8689677637 4.0582330892 -4.8107346745 10.3689677637 -4.3901399476 5.9788278162
2.6400000000 -8.8576469553 4.0557791045 -4.8018678508 10.3576469553 -4.4026607652 5.9549861901
2.6200000000 -8.8462400562 4.0531980598 -4.7930419964 10.3462400562 -4.4149393737 5.9313006825
2.6000000000 -8.8347457471 4.0504860566 -4.7842596905 10.3347457471 -4.4265677727 5.9081779744
2.5800000000 -8.8231626780 4.0476390575 -4.7755236205 10.3231626780 -4.4387333498 5.8844293282
2.5600000000 -8.8114894673 4.0446528802 -4.7668365871 10.3114894673 -4.4515853667 5.8599041006
2.5400000000 -8.7997247011 4.0415231916 -4.7582015094 10.2997247011 -4.4640078851 5.8357168160
2.5200000000 -8.7878669318 4.0382455011 -4.7496214308 10.2878669318 -4.4777312764 5.8101356555
2.5000000000 -8.7759146774 4.0348151534 -4.7410995239 10.2759146774 -4.4902198936 5.7856947838
2.4800000000 -8.7638664198 4.0312273221 -4.7326390977 10.2638664198 -4.5034415346 5.7604248852
2.4600000000 -8.7517206045 4.0274770014 -4.7242436030 10.2517206045 -4.5165649983 5.7351556062
2.4400000000 -8.7394756385 4.0235589986 -4.7159166399 10.2394756385 -4.5300782416 5.7093973969
2.4200000000 -8.7271298898 4.0194679253 -4.7076619645 10.2271298898 -4.5434629696 5.6836669202
2.4000000000 -8.7146816856 4.0151981892 -4.6994834964 10.2146816856 -4.5572657395 5.6574159461
2.3800000000 -8.7021293111 4.0107439841 -4.6913853269 10.2021293111 -4.5712701536 5.6308591574
2.3600000000 -8.6894710081 4.0060992807 -4.6833717274 10.1894710081 -4.5849548236 5.6045161845
2.3400000000 -8.6767049736 4.0012578159 -4.6754471577 10.1767049736 -4.5997528266 5.5769521470
2.3200000000 -8.6638293581 3.9962130822 -4.6676162759 10.1638293581 -4.6135456942 5.5502836638
2.3000000000 -8.6508422640 3.9909583159 -4.6598839481 10.1508422640 -4.6292406633 5.5216016007
2.2800000000 -8.6377417440 3.9854864852 -4.6522552588 10.1377417440 -4.6438010865 5.4939406575
2.2600000000 -8.6245257995 3.9797902776 -4.6447355218 10.1245257995 -4.6589245587 5.4656012408
2.2400000000 -8.6111923784 3.9738620860 -4.6373302923 10.1111923784 -4.6730971261 5.4380952523
2.2200000000 -8.5977393734 3.9676939945 -4.6300453789 10.0977393734 -4.6892634207 5.4084759526
2.2000000000 -8.5841646201 3.9612777635 -4.6228868566 10.0841646201 -4.7057787070 5.3783859131
2.1800000000 -8.5704658948 3.9546048136 -4.6158610812 10.0704658948 -4.7202960499 5.3501698448
2.1600000000 -8.5566409121 3.9476662085 -4.6089747036 10.0566409121 -4.7369365851 5.3197043270
2.1400000000 -8.5426873231 3.9404526375 -4.6022346856 10.0426873231 -4.7530189871 5.2896683361
2.1200000000 -8.5286027126 3.9329543962 -4.5956483163 10.0286027126 -4.7698561923 5.2587465203
2.1000000000 -8.5143845966 3.9251613666 -4.5892232301 10.0143845966 -4.7855057951 5.2288788016
2.0800000000 -8.5000304201 3.9170629953 -4.5829674248 10.0000304201 -4.8028036134 5.1972268067
2.0600000000 -8.4855375538 3.9086482717 -4.5768892821 9.9855375538 -4.8194190018 5.1661185519
2.0400000000 -8.4709032913 3.8999057031 -4.5709975883 9.9709032913 -4.8371868576 5.1337164337
2.0200000000 -8.4561248467 3.8908232897 -4.5653015570 9.9561248467 -4.8546517292 5.1014731175
2.0000000000 -8.4411993504 3.8813884974 -4.5598108530 9.9411993504 -4.8726375147 5.0685618357
1.9800000000 -8.4261238466 3.8715882287 -4.5545356179 9.9261238466 -4.8909878458 5.0351360008
1.9600000000 -8.4108952894 3.8614087922 -4.5494864972 9.9108952894 -4.9097178438 5.0011774457
1.9400000000 -8.3955105392 3.8508358698 -4.5446746693 9.8955105392 -4.9285163635 4.9669941757
1.9200000000 -8.3799663586 3.8398544821 -4.5401118765 9.8799663586 -4.9475772276 4.9323891310
1.9000000000 -8.3642594088 3.8284489507 -4.5358104581 9.8642594088 -4.9641935979 4.9000658109
1.8800000000 -8.3483862448 3.8166028592 -4.5317833856 9.8483862448 -4.9848751706 4.8635110743
1.8600000000 -8.3323433111 3.8042990105 -4.5280443006 9.8323433111 -5.0040966007 4.8282467104
1.8400000000 -8.3161269370 3.7915193819 -4.5246075551 9.8161269370 -5.0247788512 4.7913480858
1.8200000000 -8.2997333312 3.7782450764 -4.5214882548 9.7997333312 -5.0456413673 4.7540919639
1.8000000000 -8.2831585769 3.7644562716 -4.5187023053 9.7831585769 -5.0657684370 4.7173901399
1.7800000000 -8.2663986260 3.7501321639 -4.5162664621 9.7663986260 -5.0854760899 4.6809225361
1.7600000000 -8.2494492931 3.7352509095 -4.5141983837 9.7494492931 -5.1092075532 4.6402417399
1.7400000000 -8.2323062494 3.7197895609 -4.5125166885 9.7323062494 -5.1299754604 4.6023307890
1.7200000000 -8.2149650158 3.7037239989 -4.5112410169 9.7149650158 -5.1510061969 4.5639588189
1.7000000000 -8.1974209561 3.6870288592 -4.5103920969 9.6974209561 -5.1736393558 4.5237816003
1.6800000000 -8.1796692697 3.6696774541 -4.5099918156 9.6796692697 -5.1968407064 4.4828285632
1.6600000000 -8.1617049831 3.6516416879 -4.5100632952 9.6617049831 -5.2203235510 4.4413814321
1.6400000000 -8.1435229423 3.6328919660 -4.5106309763 9.6435229423 -5.2437948233 4.3997281190
1.6200000000 -8.1251178034 3.6133970969 -4.5117207066 9.6251178034 -5.2692105578 4.3559072456
1.6000000000 -8.1064840234 3.5931241868 -4.5133598367 9.6064840234 -5.2905806230 4.3159034005
1.5800000000 -8.0876158501 3.5720385256 -4.5155773246 9.5876158501 -5.3152439032 4.2723719469
1.5600000000 -8.0685073114 3.5501034638 -4.5184038477 9.5685073114 -5.3408241024 4.2276832090
1.5400000000 -8.0491522042 3.5272802797 -4.5218719245 9.5491522042 -5.3674291605 4.1817230437
1.5200000000 -8.0295440818 3.5035280353 -4.5260160465 9.5295440818 -5.3904221528 4.1391219290
1.5000000000 -8.0096762417 3.4788034207 -4.5308728211 9.5096762417 -5.4198696450 4.0898065967
1.4800000000 -7.9895417112 3.4530605847 -4.5364811265 9.4895417112 -5.4474830986 4.0420586126
1.4600000000 -7.9691332331 3.4262509521 -4.5428822810 9.4691332331 -5.4736331693 3.9955000638
1.4400000000 -7.9484432499 3.3983230238 -4.5501202261 9.4484432499 -5.5037040623 3.9447391876
1.4200000000 -7.9274638870 3.3692221604 -4.5582417266 9.4274638870 -5.5328250489 3.8946388380
1.4000000000 -7.9061869345 3.3388903464 -4.5672965881 9.4061869345 -5.5632464555 3.8429404790
1.3800000000 -7.8846038283 3.3072659326 -4.5773378957 9.3846038283 -5.5948660792 3.7897377491
1.3600000000 -7.8627056292 3.2742833558 -4.5884222734 9.3627056292 -5.6206002576 3.7421053716
1.3400000000 -7.8404830005 3.2398728316 -4.6006101689 9.3404830005 -5.6560817943 3.6844012062
1.3200000000 -7.8179261845 3.2039600194 -4.6139661651 9.3179261845 -5.6825785570 3.6353476274
1.3000000000 -7.7950249763 3.1664656539 -4.6285593224 9.2950249763 -5.7146356685 3.5803893077
1.2800000000 -7.7717686965 3.1273051426 -4.6444635539 9.2717686965 -5.7570633639 3.5147053326
1.2600000000 -7.7481461610 3.0863881221 -4.6617580389 9.2481461610 -5.7900038294 3.4581423316
1.2400000000 -7.7241456490 3.0436179712 -4.6805276778 9.2241456490 -5.8223256112 3.4018200377
1.2200000000 -7.6997548677 2.9988912736 -4.7008635941 9.1997548677 -5.8580938562 3.3416610115
1.2000000000 -7.6749609147 2.9520972261 -4.7228636887 9.1749609147 -5.8906964896 3.2842644252
1.1800000000 -7.6497502373 2.9031169833 -4.7466332539 9.1497502373 -5.9311030408 3.2186471965
1.1600000000 -7.6241085872 2.8518229341 -4.7722856532 9.1241085872 -5.9652992866 3.1588093007
1.1400000000 -7.5980209732 2.7980778976 -4.7999430755 9.0980209732 -5.9999542583 3.0980667149
1.1200000000 -7.5714716075 2.7417342324 -4.8297373751 9.0714716075 -6.0206636868 3.0508079207
1.1000000000 -7.5444438493 2.6826328433 -4.8618110059 9.0444438493 -6.0544546214 2.9899892279
1.0800000000 -7.5169201413 2.6206020767 -4.8963180646 9.0169201413 -6.0940649562 2.9228551850
1.0600000000 -7.4888819417 2.5554564850 -4.9334254567 8.9888819417 -6.1356608907 2.8532210510
1.0400000000 -7.4603096493 2.4869954461 -4.9733142032 8.9603096493 -6.1616135463 2.7986961030
1.0200000000 -7.4311825205 2.4150016139 -5.0161809066 8.9311825205 -6.1957135323 2.7354689882
1.0000000000 -7.4014785796 2.3392391793 -5.0622394003 8.9014785796 -6.2278642244 2.6736143552
0.9800000000 -7.3711745186 2.2594519104 -5.1117226082 8.8711745186 -6.2609999161 2.6101746024
0.9600000000 -7.3402455878 2.1753609425 -5.1648846453 8.8402455878 -6.2921992703 2.5480463174
0.9400000000 -7.3086654740 2.0866622768 -5.2220031972 8.8086654740 -6.3272359857 2.4814294883
0.9200000000 -7.2764061661 1.9930239444 -5.2833822218 8.7764061661 -6.3575059500 2.4189002161
0.9000000000 -7.2434378061 1.8940827824 -5.3493550237 8.7434378061 -6.3909426834 2.3524951227
0.8800000000 -7.2097285223 1.7894407578 -5.4202877644 8.7097285223 -6.4241619959 2.2855665264
0.8600000000 -7.1752442450 1.6786607658 -5.4965834791 8.6752442450 -6.4524648615 2.2227793834
0.8400000000 -7.1399484988 1.5612618116 -5.5786866873 8.6399484988 -6.4871331155 2.1528153833
0.8200000000 -7.1038021715 1.4367134697 -5.6670887018 8.6038021715 -6.5196350014 2.0841671701
0.8000000000 -7.0667632526 1.3044294912 -5.7623337614 8.5667632526 -6.5522730534 2.0144901992
0.7800000000 -7.0287865406 1.1637604030 -5.8650261376 8.5287865406 -6.5821990803 1.9465874603
0.7600000000 -6.9898233110 1.0139849106 -5.9758384004 8.4898233110 -6.6123050289 1.8775182821
0.7400000000 -6.9498209404 0.8542998725 -6.0955210679 8.4498209404 -6.6444980955 1.8053228449
0.7200000000 -6.9087224791 0.6838085657 -6.2249139134 8.4087224791 -6.6761676947 1.7325547844
0.7000000000 -6.8664661636 0.5015068920 -6.3649592716 8.3664661636 -6.7065684021 1.6598977615
0.6800000000 -6.8229848583 0.3062670955 -6.5167177629 8.3229848583 -6.7351849538 1.5877999045
0.6600000000 -6.7782054136 0.0968184530 -6.6813869607 8.2782054136 -6.7652397327 1.5129656810
0.6400000000 -6.7320479256 -0.1282757349 -6.8603236606 8.2320479256 -6.7937636444 1.4382842812
0.6200000000 -6.6844248781 -0.3706457023 -7.0550705804 8.1844248781 -6.8210435816 1.3633812965
0.6000000000 -6.6352401439 -0.6321484042 -7.2673885481 8.1352401439 -6.8477115189 1.2875286250
